Citizen ID,mvar_1,mvar_2,mvar_3,mvar_4,mvar_5,mvar_6,mvar_7,mvar_8,mvar_9,mvar_10,mvar_11,mvar_12,mvar_13,mvar_14,mvar_15,mvar_16,mvar_17,mvar_18,mvar_19,mvar_20,mvar_21,mvar_22,mvar_23,mvar_24,mvar_25,mvar_26,mvar_27,mvar_28,mvar_29,mvar_30
C57827,TOKUGAWA,$10 ,$118 ,$27 ,$41 ,$143 ,0,19,1,108,1,Others,3,2,55+,0,1,4,22,0.7,4,MBA,,,,,0,,,
C57828,COSMOS,$10 ,$15 ,$25 ,$40 ,$102 ,0,0,0,1,0,Others,3,2,35-45,0,0,3,3,0.8,4,primary,,,,9,14,5,,
C57829,COSMOS,$10 ,$15 ,$25 ,$61 ,$275 ,0,0,0,120,7,Others,3,4,18-24,0,1,2,6,0.8,4,primary,,,,5,7,2,,
C57830,TOKUGAWA,$132 ,$21 ,$83 ,$41 ,$109 ,6,1,2,31,1,Others,3,5,25-35,1,1,3,42,0.7,3,primary,1,,,,1,,,
C57831,ODYSSEY,$60 ,$277 ,$25 ,$82 ,$196 ,1,22,2,123,10,Others,3,2,45-55,0,0,2,4,0.8,1,primary,2,,,1,16,13,,
C57832,CENTAUR,$131 ,$91 ,$103 ,$50 ,$182 ,2,7,3,120,8,Others,3,1,55+,0,0,4,32,0.8,3,MBA,13,,2,,15,,,
C57833,TOKUGAWA,$12 ,$320 ,$109 ,$42 ,$112 ,1,29,7,26,1,Others,3,5,35-45,1,1,2,44,0.5,2,primary,2,,,1,3,,,
C57834,CENTAUR,"$3,311 ",$631 ,"$1,215 ",$254 ,$896 ,34,43,24,862,16,Others,3,2,55+,1,1,2,26,0.6,4,primary,2,,,,2,,,
C57835,COSMOS,$12 ,"$1,238 ",$518 ,$174 ,$423 ,1,173,11,502,14,Others,3,1,45-55,1,1,3,42,0.4,5,primary,,,,8,17,9,,
C57836,COSMOS,$10 ,$23 ,$25 ,$40 ,$106 ,0,1,0,3,0,Others,3,3,25-35,1,0,0,12,0.9,5,primary,,,,1,3,2,,
C57837,CENTAUR,"$1,379 ","$1,877 ",$85 ,$79 ,$301 ,22,62,2,235,10,Others,3,2,45-55,0,0,2,40,0.8,3,primary,6,,,,6,,,
C57838,COSMOS,$253 ,$125 ,$25 ,$148 ,$175 ,3,6,0,79,26,Others,3,3,45-55,0,0,4,20,0.4,5,primary,1,,,4,11,6,,
C57839,CENTAUR,$226 ,$148 ,$77 ,$49 ,$143 ,2,7,5,35,2,Others,3,4,45-55,0,1,2,11,0.1,2,primary,2,,,4,8,2,,
C57840,CENTAUR,$791 ,"$1,013 ",$298 ,$40 ,$226 ,14,52,9,143,0,Others,3,1,35-45,1,1,3,4,0.2,4,primary,8,,,,8,,,
C57841,COSMOS,$19 ,$26 ,$25 ,$51 ,$124 ,2,1,0,40,6,Others,3,4,45-55,0,1,5,19,0.6,4,MBA,,,,10,19,9,,
C57842,TOKUGAWA,"$1,464 ",$516 ,$647 ,$40 ,$117 ,15,123,22,23,0,Others,3,5,45-55,0,0,1,36,1,4,primary,10,,3,,13,,,
C57843,ODYSSEY,$240 ,$740 ,$338 ,$41 ,$244 ,6,91,8,103,1,Others,3,2,25-35,0,1,4,49,0.6,4,primary,3,,1,,4,,,
C57844,CENTAUR,$973 ,"$2,239 ","$1,543 ",$115 ,$301 ,18,113,41,225,17,Others,3,2,35-45,1,0,4,8,0.9,2,primary,3,,,,3,,,
C57845,COSMOS,$10 ,$15 ,$25 ,$40 ,$110 ,0,0,0,21,0,Others,3,2,25-35,1,1,0,40,0.9,1,primary,,,,7,12,5,,
C57846,CENTAUR,$103 ,$493 ,$31 ,$54 ,$305 ,2,53,2,276,10,Others,3,1,25-35,0,1,0,6,0.2,5,primary,3,,,,3,,,
C57847,TOKUGAWA,$17 ,$144 ,$66 ,$40 ,$114 ,4,17,4,18,0,Others,3,3,18-24,0,0,2,21,0.9,4,primary,,,,,0,,,
C57848,CENTAUR,$450 ,$15 ,$232 ,$40 ,$206 ,6,0,2,31,0,Others,3,3,25-35,0,1,0,33,0.3,2,primary,,,,,0,,,
C57849,COSMOS,$76 ,$116 ,$25 ,$51 ,$120 ,3,13,0,30,12,Others,3,3,45-55,1,0,4,1,0.5,4,primary,,,,,2,2,,
C57850,CENTAUR,$876 ,"$1,576 ",$26 ,$74 ,$303 ,36,91,4,342,8,Others,3,5,45-55,0,1,1,15,0.8,2,primary,8,,,,8,,,
C57851,EBONY,$10 ,$478 ,$91 ,$289 ,$144 ,0,22,3,46,6,Others,3,1,18-24,1,1,5,38,0.9,4,primary,,,,4,10,6,,
C57852,ODYSSEY,$541 ,$503 ,$258 ,$57 ,$157 ,8,51,7,123,5,Others,3,2,25-35,0,1,1,9,0.8,5,primary,,,,10,26,16,,
C57853,TOKUGAWA,$10 ,$423 ,$365 ,$161 ,$248 ,0,13,5,153,25,Others,3,3,25-35,0,1,4,27,0.3,3,primary,9,,3,,12,,,
C57854,TOKUGAWA,"$4,183 ",$756 ,$617 ,$156 ,$287 ,38,52,20,210,25,Others,3,2,35-45,0,1,3,29,0.8,2,primary,1,,,2,10,7,,
C57855,ODYSSEY,$10 ,$141 ,$80 ,$40 ,$151 ,0,15,5,184,0,Others,3,3,25-35,0,0,2,8,0.8,1,MBA,,2,,1,5,2,,
C57856,CENTAUR,"$5,771 ",$15 ,$25 ,$40 ,$195 ,10,0,0,5,0,Others,3,3,25-35,1,0,2,18,0.3,1,MBA,3,,,,3,,,
C57857,TOKUGAWA,$950 ,"$2,093 ",$444 ,$122 ,$507 ,67,111,26,236,8,Others,3,3,35-45,0,1,5,46,0.4,4,MBA,6,,2,,8,,,
C57858,CENTAUR,"$3,015 ",$653 ,$816 ,$40 ,$119 ,39,16,26,40,0,Others,3,2,25-35,0,0,3,14,0.2,2,primary,1,,,,1,,,
C57859,ODYSSEY,$10 ,$15 ,$25 ,$40 ,$100 ,0,0,0,0,0,Others,3,2,18-24,1,0,2,21,0.9,1,primary,,,,,0,,,
C57860,CENTAUR,$15 ,$906 ,$147 ,$41 ,$168 ,2,41,4,91,1,Others,3,3,35-45,1,1,1,31,0.3,3,primary,1,,,,1,,,
C57861,CENTAUR,"$2,030 ","$8,839 ",$576 ,$186 ,$700 ,74,485,19,408,26,Others,3,4,18-24,1,1,5,20,1,2,MBA,3,,,1,4,,,
C57862,ODYSSEY,"$1,016 ","$1,181 ",$333 ,$40 ,$264 ,28,104,17,171,0,Others,3,4,35-45,0,1,3,4,0.8,3,primary,2,2,,2,19,13,,
C57863,ODYSSEY,$72 ,$663 ,$410 ,$60 ,$339 ,1,84,15,149,16,Others,3,5,25-35,1,0,2,36,0.7,2,primary,,,,13,24,11,,
C57864,CENTAUR,$717 ,"$4,165 ",$958 ,$70 ,$514 ,17,93,9,317,6,Others,3,4,55+,0,1,3,24,0.5,3,primary,1,,,,1,,,
C57865,COSMOS,$648 ,$642 ,$150 ,$42 ,$285 ,9,34,4,341,1,Others,3,4,45-55,0,0,5,2,0.3,2,primary,6,,,14,35,15,,
C57866,COSMOS,$10 ,$153 ,$25 ,$44 ,$125 ,0,19,0,102,2,Others,3,4,45-55,0,1,3,40,0.8,4,primary,,,,,0,,,
C57867,COSMOS,$40 ,$122 ,$25 ,$79 ,$112 ,4,10,0,30,8,Others,3,2,25-35,1,1,4,44,1,4,primary,,,,8,13,5,,
C57868,CENTAUR,"$3,484 ","$2,352 ",$773 ,$56 ,$410 ,32,221,26,313,4,Others,3,2,25-35,0,0,1,31,0.6,2,MBA,6,,,1,7,,,
C57869,CENTAUR,$593 ,$888 ,$793 ,$43 ,$340 ,12,38,10,154,2,Others,3,2,25-35,0,0,2,34,0.6,3,primary,9,,,,9,,,
C57870,COSMOS,$301 ,$37 ,$25 ,$40 ,$109 ,2,4,0,22,0,Others,3,3,35-45,0,0,1,10,0.9,2,primary,,,,4,8,4,,
C57871,EBONY,$10 ,$207 ,$35 ,$41 ,$108 ,0,29,1,11,1,Others,3,4,55+,0,1,1,40,0.2,4,primary,,,,7,14,7,,
C57872,ODYSSEY,$10 ,$15 ,$28 ,$40 ,"$6,560 ",0,0,1,32,0,Others,3,4,25-35,1,0,4,45,0.6,4,primary,2,,,,17,15,,
C57873,COSMOS,$170 ,$188 ,$110 ,$41 ,$122 ,5,19,3,48,1,Others,3,2,35-45,1,1,1,3,0.4,5,primary,,,,7,17,10,,
C57874,EBONY,$10 ,$15 ,$25 ,$40 ,$123 ,0,0,0,16,0,Others,3,4,45-55,1,0,4,44,0.5,2,primary,,,,,0,,,
C57875,COSMOS,$10 ,$330 ,$100 ,$68 ,$183 ,0,12,6,123,11,Others,3,1,35-45,1,0,2,39,0.6,1,primary,,,,4,4,,,
C57876,TOKUGAWA,$820 ,"$1,509 ",$25 ,$40 ,$543 ,14,284,0,243,0,Others,3,4,18-24,0,0,2,48,0.8,3,primary,4,,,,4,,,
C57877,CENTAUR,"$2,355 ",$617 ,$427 ,$61 ,$140 ,14,34,4,51,6,Others,3,4,18-24,1,1,1,14,0.5,5,MBA,1,,,,1,,,
C57878,COSMOS,$10 ,$15 ,$25 ,$40 ,$100 ,,,,,,Others,3,3,25-35,0,0,4,35,0.9,5,primary,,,,1,5,4,,
C57879,CENTAUR,$416 ,$226 ,$271 ,$99 ,$855 ,6,7,5,50,6,Others,3,2,45-55,1,1,1,17,0.5,2,primary,3,,,,3,,,
C57880,CENTAUR,$386 ,$875 ,$46 ,$103 ,$613 ,9,144,1,225,42,Others,3,1,45-55,0,0,2,7,1,2,primary,2,,,,2,,,
C57881,COSMOS,$10 ,$137 ,$65 ,$53 ,$122 ,0,26,7,116,10,Others,3,2,45-55,1,0,0,10,0.8,3,primary,3,,,7,16,6,,
C57882,COSMOS,$82 ,$28 ,$25 ,$40 ,$100 ,4,1,0,0,0,Others,3,5,18-24,1,0,3,25,0.4,3,primary,,,,2,4,2,,
C57883,COSMOS,"$44,043 ",$893 ,"$1,062 ",$100 ,$239 ,13,12,7,163,4,Others,3,5,45-55,1,0,0,30,0.2,2,primary,,,,3,5,2,,
C57884,CENTAUR,$427 ,$362 ,$242 ,$40 ,$144 ,14,18,5,25,0,Others,3,3,35-45,1,0,1,46,0.8,4,primary,3,,1,,4,,,
C57885,CENTAUR,$355 ,"$2,368 ",$805 ,$94 ,$345 ,21,172,30,301,14,Others,3,2,55+,1,0,1,3,0.5,2,primary,,,,,0,,,
C57886,EBONY,$14 ,"$1,229 ",$102 ,$100 ,$358 ,1,73,3,243,20,Others,3,3,55+,1,1,5,44,0.5,2,primary,,,,2,6,4,,
C57887,CENTAUR,$66 ,$175 ,$70 ,$53 ,$129 ,1,77,11,182,19,Others,3,4,18-24,1,1,2,44,0.5,4,primary,4,,,,4,,,
C57888,CENTAUR,$120 ,$173 ,$239 ,$61 ,$165 ,10,22,9,167,24,Others,3,3,45-55,0,0,1,21,0.8,4,primary,25,,,22,90,43,,
C57889,TOKUGAWA,"$1,598 ",$78 ,$203 ,$45 ,$162 ,31,9,10,70,1,Others,3,1,25-35,1,0,2,17,0.8,1,primary,,,,,6,6,,
C57890,ODYSSEY,$10 ,$15 ,$25 ,$40 ,$100 ,,,,,,Others,3,2,35-45,1,0,4,10,1,3,primary,,,,2,3,1,,
C57891,CENTAUR,$338 ,$361 ,$156 ,$43 ,$159 ,4,31,3,62,2,Others,3,2,55+,1,1,1,47,0.4,4,primary,2,,,,2,,,
C57892,CENTAUR,$10 ,$190 ,$26 ,$40 ,$149 ,0,48,1,150,1,Others,3,2,18-24,1,1,4,20,1,3,primary,1,,,,1,,,
C57893,EBONY,$10 ,$15 ,$25 ,$40 ,$100 ,,,,,,Others,3,3,25-35,1,1,3,30,0.6,5,primary,25,,1,23,86,37,,
C57894,CENTAUR,$801 ,"$1,226 ",$98 ,$59 ,$379 ,16,153,5,104,6,Others,3,2,45-55,1,0,1,34,0.4,2,primary,1,,,1,2,,,
C57895,COSMOS,$38 ,$661 ,$61 ,$143 ,$258 ,1,92,4,357,27,Others,3,1,45-55,0,1,4,28,0.7,4,primary,10,,,1,11,,,
C57896,CENTAUR,$115 ,$22 ,$25 ,$43 ,$122 ,1,5,0,74,1,Others,3,1,35-45,0,1,5,18,0.8,2,MBA,2,,,,2,,,
C57897,COSMOS,$10 ,$269 ,$249 ,$51 ,$133 ,0,24,10,64,6,Others,3,2,45-55,1,0,3,19,0.6,3,primary,,,,1,1,,,
C57898,ODYSSEY,$10 ,$242 ,$31 ,$69 ,$205 ,0,15,1,175,11,Others,3,5,55+,1,0,2,25,0.9,5,primary,,,,1,12,11,,
C57899,CENTAUR,$217 ,$162 ,$114 ,$40 ,$158 ,9,6,2,140,0,Others,3,3,18-24,1,0,3,42,0.6,2,primary,2,,,,2,,,
C57900,EBONY,$10 ,$91 ,$25 ,$41 ,$130 ,0,4,0,32,1,Others,3,3,25-35,0,0,3,3,0.5,2,primary,1,,,3,4,,,
C57901,COSMOS,$10 ,$480 ,$63 ,$54 ,$118 ,0,121,4,79,6,Others,3,4,25-35,1,1,2,34,0.3,4,primary,,,,2,2,,,
C57902,EBONY,"$1,311 ","$2,953 ",$368 ,$46 ,$233 ,23,43,19,121,2,Others,3,4,35-45,1,0,5,26,0.9,2,primary,,,,2,5,3,,
C57903,CENTAUR,$78 ,$536 ,$167 ,$46 ,$310 ,2,46,5,247,1,Others,3,1,45-55,1,1,2,3,0.9,4,primary,6,,,1,7,,,
C57904,EBONY,$10 ,$324 ,$25 ,$40 ,$167 ,0,10,0,42,0,Others,3,4,35-45,1,0,1,19,0.9,1,primary,,,,2,7,5,,
C57905,TOKUGAWA,$10 ,$569 ,$84 ,$109 ,$188 ,0,72,4,216,36,Others,3,2,45-55,0,1,1,30,0.5,4,MBA,,,,,4,4,,
C57906,ODYSSEY,"$1,095 ","$5,058 ","$1,297 ",$40 ,$324 ,27,244,13,234,0,Others,3,5,45-55,1,0,4,35,0.9,4,primary,,,,,10,10,,
C57907,CENTAUR,$642 ,"$4,589 ",$426 ,$54 ,$348 ,33,188,32,293,6,Others,3,4,25-35,1,0,1,46,0.6,4,primary,2,,,,2,,,
C57908,ODYSSEY,$772 ,$214 ,$40 ,$40 ,$161 ,10,11,2,55,0,Others,3,2,35-45,0,1,5,12,0.2,3,MBA,,,,3,5,2,,
C57909,CENTAUR,$783 ,$147 ,$25 ,$51 ,$230 ,10,8,0,187,6,Others,3,2,45-55,0,0,5,6,0.9,3,primary,4,,,2,6,,,
C57910,CENTAUR,$854 ,"$1,721 ",$487 ,$82 ,$554 ,8,102,25,394,5,Others,3,2,45-55,0,1,4,19,0.3,3,primary,2,,,,2,,,
C57911,EBONY,$132 ,$694 ,$51 ,$119 ,$225 ,1,153,2,299,44,Others,3,3,35-45,0,0,4,47,0.7,4,primary,9,,,4,24,11,,
C57912,CENTAUR,$12 ,$222 ,$38 ,$40 ,$125 ,1,16,1,48,0,Others,3,3,45-55,1,1,1,44,0.4,2,primary,1,,,,1,,,
C57913,TOKUGAWA,$10 ,$514 ,$25 ,$83 ,$249 ,0,5,0,64,4,Others,3,4,25-35,1,0,2,33,0.9,2,primary,1,,,,18,17,,
C57914,ODYSSEY,$10 ,$135 ,$343 ,$146 ,$142 ,0,48,7,111,43,Others,3,2,45-55,1,1,2,24,0.9,5,primary,1,,,,1,,,
C57915,CENTAUR,"$3,141 ",$689 ,$890 ,$40 ,$105 ,13,27,8,14,0,Others,3,3,45-55,1,0,4,23,0.4,4,primary,1,,,,1,,,
C57916,CENTAUR,$848 ,$850 ,$192 ,$72 ,$271 ,23,100,4,216,6,Others,3,5,25-35,1,0,3,18,1,1,primary,4,,,2,8,2,,
C57917,TOKUGAWA,$538 ,"$1,661 ",$92 ,$58 ,$392 ,9,72,3,306,3,Others,3,4,25-35,0,1,4,1,0.9,3,primary,4,,1,1,12,6,,
C57918,CENTAUR,$231 ,$584 ,$249 ,$40 ,$127 ,4,21,4,35,0,Others,3,1,25-35,0,0,3,44,0.9,3,primary,3,,,,3,,,
C57919,COSMOS,$10 ,$729 ,$66 ,$41 ,$510 ,0,66,3,91,1,Others,3,3,45-55,0,0,5,31,0.7,4,MBA,,,,11,22,11,,
C57920,CENTAUR,$132 ,"$1,562 ",$72 ,$40 ,$170 ,3,89,5,79,0,Others,3,1,25-35,1,1,1,18,0.1,3,primary,21,,,2,23,,,
C57921,COSMOS,$166 ,$61 ,$67 ,$40 ,$111 ,7,3,4,21,0,Others,3,2,35-45,0,1,1,21,0.2,1,primary,1,,,,1,,,
C57922,CENTAUR,$77 ,"$2,698 ",$134 ,$44 ,$178 ,1,192,5,108,1,Others,3,4,45-55,0,0,4,7,0.7,3,primary,,,,,2,2,,
C57923,COSMOS,$10 ,$48 ,$25 ,$46 ,$137 ,0,7,0,60,6,Others,3,1,45-55,1,0,5,46,0.3,2,primary,1,,,4,11,6,,
C57924,COSMOS,$10 ,$144 ,$25 ,$40 ,$115 ,0,33,0,45,1,Others,3,4,35-45,0,0,1,41,0.5,4,MBA,,,,2,4,2,,
C57925,TOKUGAWA,$213 ,$878 ,$410 ,$345 ,$183 ,3,69,12,232,27,Others,3,3,45-55,1,1,4,30,0.9,2,primary,8,,,,8,,,
C57926,TOKUGAWA,"$3,093 ","$2,469 ",$899 ,$71 ,$277 ,35,222,27,116,13,Others,3,4,18-24,1,0,0,14,0.7,2,primary,6,,,3,16,7,,
C57927,COSMOS,$20 ,$38 ,$58 ,$43 ,$114 ,1,7,4,25,3,Others,3,4,55+,1,0,1,45,0.4,1,primary,1,,,8,14,5,,
C57928,EBONY,$10 ,$589 ,$378 ,$40 ,$142 ,0,17,7,49,0,Others,3,3,45-55,0,1,3,48,0.9,5,primary,3,,,1,6,2,,
C57929,TOKUGAWA,$596 ,"$1,348 ",$145 ,$50 ,$237 ,5,180,7,249,4,Others,3,4,18-24,1,1,4,22,0.9,2,MBA,3,,,1,4,,,
C57930,COSMOS,$10 ,$324 ,$25 ,$63 ,$119 ,0,82,0,58,23,Others,3,4,45-55,0,1,2,22,0.6,3,primary,25,,1,26,75,23,,
C57931,TOKUGAWA,$559 ,$56 ,$84 ,$42 ,$111 ,4,8,3,34,2,Others,3,2,35-45,1,1,4,7,0.9,5,primary,,,,,0,,,
C57932,COSMOS,$157 ,$54 ,$67 ,$81 ,$214 ,8,6,2,239,13,Others,3,1,45-55,1,0,1,37,0.7,1,primary,8,,2,2,15,3,,
C57933,COSMOS,$10 ,$91 ,$25 ,$40 ,$141 ,0,6,0,80,0,Others,3,5,35-45,1,0,3,3,0.1,2,primary,,,,2,6,4,,
C57934,ODYSSEY,$10 ,$901 ,$386 ,$40 ,$206 ,0,41,11,79,0,Others,3,4,45-55,0,0,0,21,0.6,3,primary,,,,4,11,7,,
C57935,CENTAUR,$710 ,$979 ,$53 ,$53 ,$238 ,8,51,1,140,2,Others,3,3,25-35,0,0,2,4,0.6,5,primary,1,,,,1,,,
C57936,EBONY,$10 ,$141 ,$25 ,$59 ,$147 ,0,52,0,101,8,Others,3,1,55+,1,1,3,38,0.8,3,primary,,,,6,26,20,,
C57937,EBONY,$10 ,$55 ,$74 ,$42 ,$100 ,0,4,3,0,1,Others,3,3,45-55,0,1,3,4,0.3,5,primary,,,,1,3,2,,
C57938,COSMOS,$10 ,$142 ,$25 ,$40 ,$137 ,0,10,0,68,0,Others,3,2,45-55,1,0,3,44,0.1,4,MBA,,,,16,22,6,,
C57939,COSMOS,$29 ,$460 ,$90 ,$57 ,$127 ,1,52,6,98,6,Others,3,5,25-35,1,0,0,6,0.2,3,primary,,,,5,16,11,,
C57940,COSMOS,$10 ,$545 ,$48 ,$87 ,$179 ,0,182,11,250,32,Others,3,1,25-35,1,0,1,21,0.8,1,primary,,,,2,5,3,,
C57941,CENTAUR,$988 ,$80 ,$74 ,$53 ,$234 ,14,4,1,211,5,Others,3,2,45-55,0,0,0,43,1,4,primary,,,,,0,,,
C57942,EBONY,$25 ,$749 ,$372 ,$40 ,$123 ,8,25,13,22,0,Others,3,2,18-24,0,1,0,27,0.8,1,primary,,,,2,5,3,,
C57943,TOKUGAWA,$10 ,$167 ,$33 ,$51 ,$166 ,0,9,2,171,13,Others,3,2,45-55,1,0,2,31,1,1,MBA,,,,,10,10,,
C57944,CENTAUR,$659 ,$855 ,$536 ,$43 ,$292 ,16,113,6,257,2,Others,3,4,18-24,1,0,4,20,0.9,4,primary,1,,,,1,,,
C57945,COSMOS,$10 ,$15 ,$34 ,$40 ,$209 ,0,0,1,233,0,Others,3,5,25-35,0,1,1,10,0.8,3,primary,,,,2,4,2,,
C57946,CENTAUR,"$1,589 ",$953 ,$144 ,$60 ,$241 ,20,45,8,183,3,Others,3,4,18-24,0,0,2,33,0.6,5,MBA,10,,,,10,,,
C57947,COSMOS,$10 ,$48 ,$25 ,$40 ,$119 ,0,1,0,25,0,Others,3,3,35-45,1,0,2,48,0.3,3,MBA,1,4,4,11,27,7,,
C57948,EBONY,$10 ,$44 ,$25 ,$40 ,$121 ,0,2,0,29,0,Others,3,3,35-45,0,0,1,7,0.5,2,primary,,,,,0,,,
C57949,ODYSSEY,$15 ,"$1,324 ",$54 ,$70 ,$175 ,2,142,3,125,13,Others,3,5,35-45,0,1,3,32,0.2,2,primary,7,,1,3,32,21,,
C57950,CENTAUR,$346 ,"$4,058 ",$451 ,$46 ,$321 ,7,157,9,218,2,Others,3,1,18-24,0,1,5,1,0.9,3,primary,,,,,0,,,
C57951,EBONY,$10 ,$15 ,$25 ,$40 ,$103 ,0,0,0,4,0,Others,3,1,55+,0,1,1,13,0.9,4,primary,,,,1,3,2,,
C57952,COSMOS,$163 ,$465 ,$249 ,$66 ,$278 ,9,92,5,344,18,Others,3,5,25-35,0,1,0,2,0.7,3,primary,,,,4,10,6,,
C57953,EBONY,$10 ,"$1,404 ",$142 ,$44 ,$245 ,0,77,9,135,1,Others,3,3,45-55,1,0,3,24,0.5,3,primary,25,,,11,63,27,,
C57954,CENTAUR,$10 ,$498 ,$100 ,$58 ,$241 ,0,65,9,441,14,Others,3,1,45-55,0,0,1,46,0.7,3,primary,4,,,,5,1,,
C57955,CENTAUR,$87 ,$979 ,$48 ,$52 ,$236 ,2,95,3,130,6,Others,3,4,35-45,0,0,4,40,0.2,3,MBA,1,,,,1,,,
C57956,TOKUGAWA,$236 ,$559 ,$25 ,$61 ,$207 ,4,113,0,225,5,Others,3,3,25-35,0,0,4,34,1,1,primary,20,,7,,28,1,,
C57957,COSMOS,$81 ,$76 ,$25 ,$40 ,$114 ,2,5,0,38,0,Others,3,3,35-45,0,0,2,45,0.3,5,primary,,,,2,4,2,,
C57958,COSMOS,$10 ,$158 ,$46 ,$53 ,$192 ,0,4,1,195,5,Others,3,2,35-45,1,1,3,12,0.7,2,MBA,1,,,5,12,6,,
C57959,CENTAUR,$344 ,$501 ,$46 ,$42 ,$177 ,12,17,1,66,2,Others,3,2,35-45,0,1,2,33,0.2,3,MBA,,,,,0,,,
C57960,COSMOS,$10 ,$233 ,$179 ,$53 ,$137 ,0,25,9,70,5,Others,3,1,25-35,0,1,3,31,1,3,primary,,,,,2,2,,
C57961,CENTAUR,$373 ,"$1,147 ",$642 ,$86 ,$255 ,5,65,15,130,13,Others,3,3,25-35,1,0,1,36,0.6,2,primary,2,,,,2,,,
C57962,ODYSSEY,$307 ,"$3,389 ",$990 ,$231 ,$152 ,28,93,35,61,2,Others,3,3,35-45,1,1,1,44,0.3,2,primary,7,,,3,16,6,,
C57963,CENTAUR,$88 ,$40 ,$52 ,$51 ,$141 ,1,4,2,25,2,Others,3,2,25-35,1,0,5,5,0.4,2,primary,2,,,,2,,,
C57964,TOKUGAWA,$221 ,$791 ,$138 ,$163 ,$254 ,9,46,5,161,8,Others,3,2,18-24,1,1,2,32,0.9,4,primary,7,,2,,15,6,,
C57965,CENTAUR,$70 ,$718 ,$82 ,$97 ,$202 ,5,245,4,337,38,Others,3,4,35-45,1,0,2,40,0.4,1,primary,4,,,,5,1,,
C57966,CENTAUR,$303 ,"$1,013 ",$142 ,$62 ,$269 ,8,45,2,71,4,Others,3,3,45-55,0,1,0,44,0.2,2,primary,3,,,,3,,,
C57967,CENTAUR,$261 ,$200 ,$330 ,$80 ,$132 ,1,13,13,50,7,Others,3,4,18-24,1,0,0,43,0.5,4,primary,2,,,,2,,,
C57968,CENTAUR,$860 ,$567 ,$25 ,$45 ,$151 ,11,136,0,164,2,Others,3,4,25-35,0,1,2,27,0.4,2,primary,1,,,,1,,,
C57969,CENTAUR,$650 ,$309 ,$93 ,$457 ,$226 ,12,29,3,138,10,Others,3,1,45-55,0,0,1,8,0.2,3,primary,4,,,,4,,,
C57970,EBONY,$10 ,$313 ,$40 ,$62 ,$127 ,0,39,2,55,14,Others,3,4,55+,0,1,3,21,0.7,2,primary,,,,1,3,2,,
C57971,COSMOS,$10 ,$735 ,$54 ,$54 ,$203 ,0,133,3,249,10,Others,3,5,35-45,1,0,2,2,0.4,2,primary,,,,2,7,5,,
C57972,ODYSSEY,$10 ,$36 ,$25 ,$41 ,$109 ,0,3,0,26,1,Others,3,4,35-45,0,0,5,34,0.9,5,primary,,,,1,5,4,,
C57973,COSMOS,$10 ,$56 ,$37 ,$40 ,$118 ,0,2,2,19,0,Others,3,1,45-55,1,0,2,30,0.9,4,primary,,,,8,8,,,
C57974,EBONY,$10 ,$19 ,$25 ,$40 ,$111 ,0,1,0,79,0,Others,3,5,25-35,1,1,1,2,0.4,5,MBA,,,,1,1,,,
C57975,CENTAUR,$16 ,$195 ,$83 ,$50 ,$150 ,2,26,3,99,2,Others,3,4,45-55,0,1,4,16,1,2,primary,1,,,1,2,,,
C57976,EBONY,$73 ,$75 ,$25 ,$40 ,$119 ,4,1,0,14,0,Others,3,2,35-45,0,0,3,36,0.4,5,primary,,,,1,3,2,,
C57977,COSMOS,$10 ,$46 ,$25 ,$40 ,$128 ,0,2,0,23,0,Others,3,4,25-35,0,1,2,49,0.2,2,primary,2,,,7,14,5,,
C57978,TOKUGAWA,$10 ,$15 ,$25 ,$40 ,$100 ,,,,,,Others,3,5,45-55,0,0,5,20,0.7,2,primary,7,,1,8,24,8,,
C57979,COSMOS,$10 ,$23 ,$39 ,$40 ,$110 ,0,1,1,8,0,Others,3,3,25-35,0,0,1,19,0.9,4,primary,,,,1,6,5,,
C57980,TOKUGAWA,"$1,273 ","$3,408 ",$185 ,$42 ,$334 ,11,42,6,240,2,Others,3,2,25-35,0,1,4,28,0.9,4,primary,3,,1,,4,,,
C57981,CENTAUR,$211 ,$99 ,$115 ,$44 ,$109 ,8,28,6,52,4,Others,3,2,35-45,0,0,1,20,0.5,2,MBA,,,,,0,,,
C57982,CENTAUR,$399 ,$427 ,$125 ,$48 ,$155 ,13,30,11,95,8,Others,3,2,45-55,0,1,4,49,0.3,4,primary,1,,,,1,,,
C57983,ODYSSEY,$100 ,$319 ,$60 ,$50 ,$102 ,5,21,4,5,2,Others,3,3,35-45,0,1,3,37,0.2,4,primary,3,,,7,16,6,,
C57984,COSMOS,"$1,275 ",$15 ,$157 ,$40 ,$106 ,11,0,6,10,0,Others,3,4,55+,1,0,4,9,0.6,2,primary,25,,,43,78,10,,
C57985,CENTAUR,$177 ,$253 ,$215 ,$109 ,$346 ,4,16,8,223,28,Others,3,4,35-45,0,0,2,47,0.2,4,MBA,2,,,,2,,,
C57986,TOKUGAWA,$533 ,$304 ,$98 ,$40 ,$133 ,6,12,1,98,0,Others,3,3,35-45,0,0,5,32,0.4,4,primary,,,,1,4,3,,
C57987,ODYSSEY,"$1,262 ","$1,279 ",$263 ,$40 ,$353 ,26,21,9,67,0,Others,3,4,55+,1,1,0,37,0.3,4,primary,1,,1,7,26,17,,
